Sr no,FILM NAME,Starcast,YOR,Language,LOT,GRADING,"FULL
MOVIE",SCENE,SONG,Ultra Bollywood,Ultra Movie Parlour,Bollywood Premium,Film City HD,Ultra Filmy,Bollywood 70s 80s,2000 Ki Filmein,Filmy Deewane,Ultra Classic,Indian cinema,Ultra Action Hits,Hindi Dubbed Movies,Ultra Movie Hub,90's Bollywood,Free TV ,South Ke Khiladi,South Hindi Dubbed,Movies with Subtitle,Hindi Thriller Movies,Playmovies,Hindi Movieplex,The Kapoors,Ladies Special,Filmy Duniya,Haste Raho,Bolly Shorts,Hansi Mazaak,Bollywood Dil se,Comedy Super Kings,Ultra Movie World,Ultra Cinema,Ajay Akshay Sunny,Dharam Paaji,Zabardast Action,Bollywood clips,Mahaguru Mithun,Sunny Deol Hits,Dumdaar Villains,Govinda No 1,90s Ke Hero,The Khans,Amitabh Special,Movie Climax,King Kader Khan,90s Ki Heroine,Bhakti Mein Shakti,Ultra Sports,Gaane Naye Purane,SuperHit Gaane,Dard Bhare Songs,Gaane Ke Jukebox,Romantic Gaane,90s Filmy Gaane,Gaane 70s 80s,Rafi Ke Gaane,Ultra Bollywood Songs,Kishore Kumar Songs,Lataji Ke Gaane,Old Hindi Songs,Facebook
67,Bachke Rehna Re Baba (31.10.23),"Rekha, Paresh Rawal, Satish Shah",2005,Hindi,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
68,Diya Aur Toofan,"Mithun C., Kadar Khan, Madhoo, Shakti Kapoor",1995,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES,,,,YES,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
69,Raavan Raaj,"Mithun C., Aditya Pancholi, Madhoo",1995,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,YES,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
70,Meri Mohabbat Mera Naseeba,"Ravi Behl, Puneet Issar, Sanchi, Sujata Mehta, Anupam Kher, Suresh Oberoi & Shafi Inamdar",1995,Hindi,ZEE135,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
71,Yaara Dildaara,"Aasif Sheikh, Ruchika & others",1991,Hindi,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
72,Chor Pe Mor,"Naseeruddin Shah, Neelam, Sonam",1990,Hindi,ZEE135,B,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
73,Panchvati,"Akbar Khan, Deepti Naval,Suresh Oberoi",1986,Hindi,ZEE135,B,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
74,Teesri Aankh,"Dharmendra, Zeenat Aman & others",1982,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
75,Phool Khile Hain Gulshan Gulshan,"Ashok Kumar, Rishi Kapoor, Moushami Chatterje",1978,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
76,Saheb Bahadur,"Dev Anand, Priya Rajvansh, IS Johar and Asrani",1977,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
77,Ponga Pandit,"Dev Anand, Priya Rajvansh, IS Johar and Asrani",1975,Hindi,ZEE135,B+,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
78,Hanste Zakhm,"Navin Nischol, Priya Rajvansh, Balraj Sahni",1973,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
79,Shehzada,"Rajesh Khanna, Rakhee,Karan Dewan",1972,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
80,Heer Ranjha,"Prithviraj Kapoor, Raj Kumar, Priya Rajvansh and Pran",1970,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
81,Ek Shriman Ek Shrimati,"Shashi Kapoor, Babita, Om Prakash",1969,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
82,Ek Dulara,"Lawrence, Sneha, Namitha Sreeman, Nasser, Saranya",2008,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
83,Main hoon khiladiyoon ka khiladi,"Chiranjeevi, Sonam & others",2006,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
84,Gabbar Sher 2,"Chiranjeevi, Shriya Saran",2003,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
85,Deva - The power man,"Chiranjeevi, Nagma, Saundariya, Paresh Rawal & others",1995,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,YES,YES,,YES,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,YES,,,,,YES,,,,,,,,,,,,,,,YES
86,Meri Jaan ki baazi- Dub,Ravi Teja & others,2008,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
87,Police Police,"Ravi Teja,Sneha",2004,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
88,Yodha No.1,"Ravi Teja, Asin Thottumkal, Jayasudha, Prakash Raj, Ali, Subbaraju, Aishwarya Sivachandran",2003,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
89,Aaya Toofan - The fighter,"Jagapati Babu,Vimala Raman, Jeeva Rao Ramesh, Chalapathi Rao, Murali Sharma",2001,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
90,Ek Aur Mohra,"Jagpathi Babu, Meera Jasmin",2009,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
91,Sri Ram Mandir,"Akkineni Nageshwar Rao, Nagarjuna, Sneha, Suman, Sujatha, Naga Babu, Sarath Babu, Dr. Brahmanandam, Sunil, Jayaprakash Reddy, Master Teja",2006,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
92,Dilwale -The Brave Heart,"Nagarjuna, Saundarya",2001,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
93,Gangvaa - Dub,"Arjun, Rambhaa & others",2006,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
94,Blast Barood - Dub,"Gopichand, Sneha & others",2009,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
95,Humse Na Takrana,"Balakrishna, Rambha & others",2007,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
96,Veeru Dada,"Balakrishna, Meera & others",2007,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
97,Vidhaata the Suprimo,"Balakrishna, Reema Sen & others",2007,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
98,Ek Bulandi - Dub,"Balakrishna, Abbas & others",2008,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
99,Ek Joshila,"Vaibhav,Swethabasu Prasad",2010,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
100,Papiyon Ka Ant,"Shri Hari,Pradeep Rawat",2010,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
101,Vaishnavi,"Anushka, Pradeep Rawat, Brahmanandam",2010,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
102,Aag Ka Gola,"Gautham,Sridevi, Late Raghuvaran, Brahmanandam, Jeeva, Dandapani, Ravali Bhanuchandar, Salim Panda",2009,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
103,Pandav – the Punch,"Arya,Pooja, Rajendran, Krishnamoorthy",2009,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
104,Bumper Offer,"Sairam Shankar, Bindu Madhavi, Sayaji Shinde",2009,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
105,Nesikiran,Ranjith and others,2009,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
106,Mumbai ka Gunda - Dub,"Aryan, Rajesh & others",2008,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
107,Ek Aur Mahayudh - Dub,"Sumanth, Srihari & others",2008,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
108,Jaanbaaz Dil,"Prem, Rohini, Mallika Sheravat (Guest Appearance)",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
109,Astra - The Weapon,"Vishnu, Anushka, Jackie Shroff",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
110,College Gangwar,"Raj, Nitesh & others",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
111,Guest House 12 O Clock Midnight,"Pratibha Singh, Ramya",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
112,Jaggubhai,"Mohan Babu, Ramya Krishna & others",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
113,Main Hoon Angrakshak,"Vijyashanti, Raja Sridhar & others",2007,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
114,Nayee Jung - Dub,"Vishnu, Celina Jaitley & Others",2007,HINDI DUB,ZEE135,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
115,Aaj Ka Challenge,"Taraka Ratna, Keerthi Chwala & others",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
116,Mujrim Ek Dastaan,"Sandeep, Sindhu & others",2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
117,The Great Kalicharan,Srihari & others,2007,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
118,Billa - The Don,Ajith Kumar & Prabhu,2007,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
119,Vikram Singh Rathode IPS (Bhojpuri),"Prakash Raj, Vineeth Kumar, Brahmanandam, Ruthika, Rajiv Kanakala, Raghubabu, Ali, Ajay, Jayaprakash Reddy, Sekhar, Amit Kumar, Baba, Devi Sri, Meghana Naidu, Naveen, Babu Neha, Prameela Rani, Baby Harshi, Master Rishi",2006,HINDI DUB,ZEE135,A,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,,,,YES,YES,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,YES
120,Mera Khwab,"Sajani, Uma Maheshwari",2006,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
121,Yeh Pyar Jhukta Nahin-Dub,"Udaykiran,Sadha",2005,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
122,Jalladdon Ka Jallad,"Arun Kumar, Sneha",2004,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
123,Antim Nyay,"Simran Bagga, Sherin, Sonu Sood",2003,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
124,Pyasi Maina,"Sajani, Uma Maheshwari & others",2003,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
125,Vazhvellam Vasantham,"Crean Mohagar, Viswa and othes",2002,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
126,Shriman Shrimati Lekin Abhi Shadi Nahi Hui,"Shivaji, Laila",2000,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,,,,,,,,,,,,,YES
127,Ek Aur Sangraam,"Rajasekhar, Ramya Krishna, Sarath Saxena",1996,HINDI DUB,ZEE135,B,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,YES,,,YES,,YES,,YES,,,,,,,,,,,,,YES
128,Janata Ki Adalat,"Mithun C., Sadashiv Amrapurkar, Madhoo, Gautami",1994,Hindi,ZEE135,A,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,YES,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
129,KHANNA & IYER,"Sarvar Ahuja, Aditi Sharma, Mushtaq Khan,",2007,Hindi,zee76,B+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
130,IQBAL,"Naseeruddin Shah,Girish Karnad,Shreyas Talpade,Shweta Prasad,",2005,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,,,,,,,,YES,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
131,HERO,"Jackie Shroff, Meenakshi Sheshadri, Shammi Kapoor,",1983,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,YES,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
132,KARMA,"Dilip Kumar, Anil Kapoor, Jackie Shroff, Naseeruddin Shah,",1986,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
133,KARZ-1980,"Rishi Kapoor, Tina Munim, Pran, Premnath",1980,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,YES,,YES,,YES,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
134,KHALNAYAK,"Sanjay Dutt, Jackie Shroff, Madhuri Dixit, Anupam Kher",1993,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,YES,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,YES,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
135,PARDES,"Shah rukh Khan, Mahima Chaudhary",1997,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,YES,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
136,RAHUL,"Yash Pathak, Isha Kopikar, Gulshan Grover",2001,Hindi,zee76,B,YES,YES,NO,YES,YES,YES,YES,YES,,YES,YES,,YES,YES,,YES,,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,,,YES,,,,,YES,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
137,SAUDAGAR,"Dilip Kumar, Raj Kumar, Manisha Koirala, Anupam Kher, Amrish Puri",1991,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
138,TAAL,"Anil Kapoor, Akshaye Khanna, Aishwarya Rai, Amrish Puri",1999,Hindi,zee76,A+,YES,YES,NO,YES,YES,YES,YES,YES,,,YES,,YES,,,,YES,,,,,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,,YES,,,,,YES,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
